event_id,timestamp,tower_id,event_type,severity
E00459,2026-01-07 12:00:00,T1372,Packet Loss,Medium
E00460,2026-01-20 18:00:00,T1318,Call Drop,Medium
E00461,2026-01-26 00:00:00,T1291,Call Drop,Low
E00462,2026-01-02 18:00:00,T1001,Call Drop,High
E00463,2026-01-12 00:00:00,T1133,Traffic Spike,Medium
E00464,2026-01-09 18:00:00,T1438,High CPU,Low
E00465,2026-01-29 06:00:00,T1351,High Latency,Low
E00466,2026-01-27 06:00:00,T1238,Call Drop,Low
E00467,2026-01-03 00:00:00,T1100,Low Signal,Medium
E00468,2026-01-09 18:00:00,T1071,Call Drop,High
E00469,2026-01-24 18:00:00,T1122,High CPU,Medium
E00470,2026-01-13 06:00:00,T1422,Call Drop,Low
E00471,2026-01-27 00:00:00,T1024,Call Drop,Medium
E00472,2026-01-14 18:00:00,T1006,Low Signal,Medium
E00473,2026-01-04 00:00:00,T1199,Connection Failure,High
E00474,2026-01-21 18:00:00,T1304,Packet Loss,Medium
E00475,2026-01-10 00:00:00,T1467,Traffic Spike,Low
E00476,2026-01-26 00:00:00,T1439,High CPU,High
E00477,2026-01-23 00:00:00,T1306,Connection Failure,Low
E00478,2026-01-03 12:00:00,T1217,Connection Failure,Low
E00479,2026-01-01 00:00:00,T1297,High Latency,High
E00480,2026-01-01 06:00:00,T1163,Low Signal,Critical
E00481,2026-01-14 00:00:00,T1041,High Latency,High
E00482,2026-01-02 06:00:00,T1389,Connection Failure,Low
E00483,2026-01-26 18:00:00,T1475,Traffic Spike,Critical
E00484,2026-01-17 06:00:00,T1440,Low Signal,Low
E00485,2026-01-06 00:00:00,T1473,High CPU,Low
E00486,2026-01-09 12:00:00,T1040,Packet Loss,Low
E00487,2026-01-15 18:00:00,T1435,Traffic Spike,Low
E00488,2026-01-27 18:00:00,T1309,High CPU,High
E00489,2026-01-02 00:00:00,T1083,Low Signal,Low
E00490,2026-01-09 12:00:00,T1043,Packet Loss,Low
E00491,2026-01-21 18:00:00,T1007,Packet Loss,High
E00492,2026-01-08 18:00:00,T1086,High Latency,Medium
E00493,2026-01-19 12:00:00,T1181,Packet Loss,Medium
E00494,2026-01-27 12:00:00,T1474,Low Signal,Medium
E00495,2026-01-20 12:00:00,T1443,Connection Failure,Critical
E00496,2026-01-16 18:00:00,T1337,Packet Loss,High
E00497,2026-01-16 06:00:00,T1459,High CPU,Low
E00498,2026-01-11 18:00:00,T1174,Connection Failure,Medium
E00499,2026-01-27 06:00:00,T1337,Connection Failure,Low
E00500,2026-01-16 12:00:00,T1008,Low Signal,Medium
E00501,2026-01-12 06:00:00,T1020,High CPU,Low
E00502,2026-01-18 00:00:00,T1344,Call Drop,Low
E00503,2026-01-27 06:00:00,T1143,High CPU,Low
E00504,2026-01-11 18:00:00,T1121,Low Signal,Low
E00505,2026-01-17 12:00:00,T1068,Traffic Spike,Medium
E00506,2026-01-20 18:00:00,T1209,Connection Failure,Medium
E00507,2026-01-20 18:00:00,T1437,Packet Loss,Low
E00508,2026-01-15 18:00:00,T1346,High Latency,High
E00509,2026-01-28 00:00:00,T1167,Traffic Spike,Low
E00510,2026-01-03 12:00:00,T1029,Packet Loss,Low
E00511,2026-01-05 18:00:00,T1339,Call Drop,High
E00512,2026-01-30 00:00:00,T1146,High CPU,Low
E00513,2026-01-05 12:00:00,T1401,Call Drop,Medium
E00514,2026-01-17 12:00:00,T1031,Traffic Spike,Medium
E00515,2026-01-11 18:00:00,T1119,Call Drop,Low
E00516,2026-01-26 12:00:00,T1080,Low Signal,Low
E00517,2026-01-15 12:00:00,T1395,High Latency,High
E00518,2026-01-29 18:00:00,T1370,Low Signal,High
E00519,2026-01-25 12:00:00,T1396,Connection Failure,High
E00520,2026-01-29 12:00:00,T1248,High CPU,High
E00521,2026-01-24 12:00:00,T1409,Low Signal,High
E00522,2026-01-11 00:00:00,T1079,Packet Loss,Low
E00523,2026-01-27 12:00:00,T1169,Connection Failure,Low
E00524,2026-01-28 00:00:00,T1303,High Latency,Medium
E00525,2026-01-11 06:00:00,T1412,Traffic Spike,Low
E00526,2026-01-19 06:00:00,T1245,High CPU,Low
E00527,2026-01-25 18:00:00,T1351,Call Drop,High
E00528,2026-01-26 18:00:00,T1107,Connection Failure,Low
E00529,2026-01-19 00:00:00,T1447,Packet Loss,Low
E00530,2026-01-22 12:00:00,T1114,Call Drop,Low
E00531,2026-01-02 12:00:00,T1000,Traffic Spike,Low
E00532,2026-01-23 00:00:00,T1292,Packet Loss,Low
E00533,2026-01-19 12:00:00,T1212,Connection Failure,High
E00534,2026-01-27 12:00:00,T1113,High Latency,Medium
E00535,2026-01-22 18:00:00,T1103,Connection Failure,Medium
E00536,2026-01-06 12:00:00,T1170,Connection Failure,Low
E00537,2026-01-24 18:00:00,T1066,Low Signal,Low
E00538,2026-01-02 12:00:00,T1138,Packet Loss,Low
E00539,2026-01-08 06:00:00,T1404,Call Drop,High
E00540,2026-01-03 18:00:00,T1039,High CPU,Low
E00541,2026-01-05 06:00:00,T1229,Low Signal,Low
E00542,2026-01-20 06:00:00,T1178,Low Signal,Low
E00543,2026-01-02 12:00:00,T1259,High Latency,Medium
E00544,2026-01-03 18:00:00,T1313,High Latency,High
E00545,2026-01-13 00:00:00,T1412,Packet Loss,Low
E00546,2026-01-24 06:00:00,T1424,High Latency,Medium
E00547,2026-01-10 12:00:00,T1191,High Latency,Medium
E00548,2026-01-08 18:00:00,T1154,Low Signal,High
E00549,2026-01-02 06:00:00,T1220,Low Signal,Low
E00550,2026-01-30 06:00:00,T1309,High Latency,Low
E00551,2026-01-18 00:00:00,T1466,Low Signal,Low
E00552,2026-01-03 00:00:00,T1465,High CPU,Low
E00553,2026-01-16 18:00:00,T1212,Connection Failure,High
E00554,2026-01-15 18:00:00,T1400,Packet Loss,High
E00555,2026-01-25 18:00:00,T1175,Connection Failure,Low
E00556,2026-01-10 12:00:00,T1178,High CPU,High
E00557,2026-01-09 00:00:00,T1106,High CPU,Low
E00558,2026-01-23 12:00:00,T1440,Packet Loss,Low
E00559,2026-01-24 00:00:00,T1378,High Latency,High
E00560,2026-01-13 06:00:00,T1071,High CPU,Low
E00561,2026-01-08 00:00:00,T1105,High CPU,Medium
E00562,2026-01-05 06:00:00,T1384,Low Signal,Low
E00563,2026-01-29 00:00:00,T1334,Packet Loss,Low
E00564,2026-01-03 12:00:00,T1381,Low Signal,Medium
E00565,2026-01-24 00:00:00,T1172,Connection Failure,Low
E00566,2026-01-09 00:00:00,T1192,Connection Failure,Low
E00567,2026-01-14 00:00:00,T1407,Connection Failure,Low
E00568,2026-01-04 12:00:00,T1367,Low Signal,Critical
E00569,2026-01-27 12:00:00,T1382,Call Drop,High
E00570,2026-01-14 06:00:00,T1244,High Latency,High
E00571,2026-01-14 12:00:00,T1463,High CPU,Critical
E00572,2026-01-09 06:00:00,T1376,Connection Failure,Medium
E00573,2026-01-29 18:00:00,T1427,Packet Loss,Low
E00574,2026-01-10 00:00:00,T1298,Connection Failure,Medium
E00575,2026-01-16 06:00:00,T1422,Call Drop,Low
E00576,2026-01-06 06:00:00,T1017,Low Signal,Medium
E00577,2026-01-12 06:00:00,T1490,Connection Failure,Low
E00578,2026-01-06 12:00:00,T1057,High CPU,Low
E00579,2026-01-17 00:00:00,T1135,High CPU,Medium
E00580,2026-01-23 12:00:00,T1423,Traffic Spike,Medium
E00581,2026-01-03 18:00:00,T1487,Low Signal,Medium
E00582,2026-01-19 00:00:00,T1319,Low Signal,Medium
E00583,2026-01-09 12:00:00,T1298,Traffic Spike,High
E00584,2026-01-10 12:00:00,T1336,Connection Failure,Low
E00585,2026-01-05 06:00:00,T1164,Traffic Spike,Medium
E00586,2026-01-09 00:00:00,T1015,Call Drop,Low
E00587,2026-01-05 18:00:00,T1446,Connection Failure,Medium
E00588,2026-01-09 18:00:00,T1169,High Latency,Medium
E00589,2026-01-19 18:00:00,T1257,Traffic Spike,Low
E00590,2026-01-12 00:00:00,T1351,High Latency,High
E00591,2026-01-13 18:00:00,T1154,High Latency,Medium
E00592,2026-01-22 06:00:00,T1315,Connection Failure,Low
E00593,2026-01-21 12:00:00,T1388,High Latency,Medium
E00594,2026-01-17 00:00:00,T1464,High Latency,Medium
E00595,2026-01-22 00:00:00,T1158,Connection Failure,Low
E00596,2026-01-02 18:00:00,T1364,Packet Loss,Low
E00597,2026-01-14 00:00:00,T1435,Low Signal,Low
E00598,2026-01-04 06:00:00,T1211,Low Signal,Low
E00599,2026-01-16 06:00:00,T1382,Traffic Spike,Medium
E00600,2026-01-13 12:00:00,T1044,Call Drop,Low
E00601,2026-01-06 18:00:00,T1431,Call Drop,Low
E00602,2026-01-23 06:00:00,T1091,Traffic Spike,Low
E00603,2026-01-25 18:00:00,T1287,Connection Failure,Medium
E00604,2026-01-11 00:00:00,T1257,Call Drop,Medium
E00605,2026-01-30 18:00:00,T1216,High CPU,High
E00606,2026-01-12 12:00:00,T1035,Low Signal,Low
E00607,2026-01-11 12:00:00,T1354,Traffic Spike,Low
E00608,2026-01-03 18:00:00,T1213,Connection Failure,Medium
E00609,2026-01-29 12:00:00,T1298,High Latency,Medium
E00610,2026-01-30 06:00:00,T1215,Connection Failure,Low
E00611,2026-01-01 12:00:00,T1327,High CPU,High
E00612,2026-01-04 18:00:00,T1160,High Latency,High
E00613,2026-01-08 06:00:00,T1036,High CPU,Low
E00614,2026-01-06 06:00:00,T1096,Call Drop,High
E00615,2026-01-03 06:00:00,T1476,Call Drop,Low
E00616,2026-01-03 06:00:00,T1206,High Latency,High
E00617,2026-01-23 18:00:00,T1328,High CPU,Low
E00618,2026-01-29 12:00:00,T1378,High CPU,High
E00619,2026-01-29 18:00:00,T1358,High CPU,Low
E00620,2026-01-17 18:00:00,T1155,High CPU,Medium
E00621,2026-01-21 18:00:00,T1259,Low Signal,Low
E00622,2026-01-14 06:00:00,T1292,High Latency,Low
E00623,2026-01-21 00:00:00,T1253,Call Drop,Medium
E00624,2026-01-19 06:00:00,T1199,Packet Loss,Medium
E00625,2026-01-19 00:00:00,T1416,Connection Failure,Low
E00626,2026-01-01 00:00:00,T1120,Packet Loss,Low
E00627,2026-01-19 00:00:00,T1207,High Latency,Low
E00628,2026-01-04 00:00:00,T1104,High CPU,High
E00629,2026-01-14 06:00:00,T1441,Connection Failure,Critical
E00630,2026-01-01 12:00:00,T1333,Low Signal,Low
E00631,2026-01-13 00:00:00,T1415,Connection Failure,Medium
E00632,2026-01-07 00:00:00,T1088,Connection Failure,Low
E00633,2026-01-16 06:00:00,T1213,Low Signal,Medium
E00634,2026-01-15 12:00:00,T1251,Connection Failure,Medium
E00635,2026-01-06 12:00:00,T1148,Traffic Spike,Low
E00636,2026-01-10 00:00:00,T1409,Traffic Spike,Critical
E00637,2026-01-07 06:00:00,T1018,Connection Failure,Low
E00638,2026-01-25 06:00:00,T1111,Call Drop,Medium
E00639,2026-01-23 18:00:00,T1089,Call Drop,High
E00640,2026-01-07 12:00:00,T1195,Packet Loss,Medium
E00641,2026-01-26 12:00:00,T1117,Traffic Spike,Low
E00642,2026-01-18 06:00:00,T1059,High Latency,Critical
E00643,2026-01-18 00:00:00,T1427,Low Signal,High
E00644,2026-01-27 12:00:00,T1438,High CPU,Medium
E00645,2026-01-05 00:00:00,T1211,High CPU,Low
E00646,2026-01-21 00:00:00,T1470,Low Signal,Low
E00647,2026-01-30 06:00:00,T1335,High CPU,Medium
E00648,2026-01-16 00:00:00,T1238,Traffic Spike,High
E00649,2026-01-13 18:00:00,T1326,Connection Failure,Low
E00650,2026-01-21 12:00:00,T1200,Connection Failure,Low
E00651,2026-01-21 06:00:00,T1037,Packet Loss,Low
E00652,2026-01-11 12:00:00,T1434,Call Drop,Low
E00653,2026-01-22 18:00:00,T1102,High CPU,Low
E00654,2026-01-22 12:00:00,T1088,High Latency,High
E00655,2026-01-12 06:00:00,T1251,Call Drop,Medium
E00656,2026-01-22 00:00:00,T1101,Low Signal,Low
E00657,2026-01-09 12:00:00,T1363,Packet Loss,High
E00658,2026-01-23 12:00:00,T1229,Connection Failure,Low
E00659,2026-01-19 12:00:00,T1050,High Latency,High
E00660,2026-01-26 06:00:00,T1424,High Latency,Low
E00661,2026-01-15 00:00:00,T1256,Connection Failure,Medium
E00662,2026-01-23 18:00:00,T1064,Call Drop,Low
E00663,2026-01-28 12:00:00,T1434,Traffic Spike,Medium
E00664,2026-01-17 12:00:00,T1036,Packet Loss,Medium
E00665,2026-01-17 06:00:00,T1306,High CPU,Medium
E00666,2026-01-30 00:00:00,T1086,Low Signal,Low
E00667,2026-01-09 18:00:00,T1061,Connection Failure,Low
E00668,2026-01-19 00:00:00,T1137,Packet Loss,Low
E00669,2026-01-14 12:00:00,T1043,Connection Failure,Low
E00670,2026-01-05 06:00:00,T1177,Packet Loss,Medium
E00671,2026-01-25 18:00:00,T1412,High Latency,High
E00672,2026-01-11 12:00:00,T1335,Low Signal,High
E00673,2026-01-27 00:00:00,T1341,Traffic Spike,Critical
E00674,2026-01-10 12:00:00,T1288,High CPU,Medium
E00675,2026-01-22 12:00:00,T1097,Low Signal,High
E00676,2026-01-16 18:00:00,T1234,Traffic Spike,Low
E00677,2026-01-29 06:00:00,T1369,High CPU,Medium
E00678,2026-01-11 12:00:00,T1223,High Latency,Medium
E00679,2026-01-29 00:00:00,T1489,Low Signal,High
E00680,2026-01-03 12:00:00,T1435,High CPU,Low
E00681,2026-01-24 18:00:00,T1204,High CPU,Low
E00682,2026-01-07 12:00:00,T1484,Traffic Spike,Medium
E00683,2026-01-13 00:00:00,T1096,High Latency,Medium
E00684,2026-01-03 06:00:00,T1145,Low Signal,Low
E00685,2026-01-13 00:00:00,T1212,High CPU,Medium
E00686,2026-01-08 18:00:00,T1343,High Latency,Medium
E00687,2026-01-18 00:00:00,T1252,Connection Failure,Low
E00688,2026-01-05 00:00:00,T1342,Traffic Spike,High
E00689,2026-01-21 06:00:00,T1474,High CPU,High
E00690,2026-01-03 06:00:00,T1051,High Latency,Medium
E00691,2026-01-20 18:00:00,T1295,Connection Failure,High
E00692,2026-01-08 18:00:00,T1219,Packet Loss,High
E00693,2026-01-21 18:00:00,T1102,Packet Loss,Low
E00694,2026-01-17 06:00:00,T1128,Connection Failure,Low
E00695,2026-01-01 18:00:00,T1247,Low Signal,Low
E00696,2026-01-23 00:00:00,T1322,Call Drop,Low
E00697,2026-01-11 18:00:00,T1438,Traffic Spike,Low
E00698,2026-01-28 06:00:00,T1441,High CPU,Low
E00699,2026-01-02 12:00:00,T1244,Call Drop,Low
E00700,2026-01-07 06:00:00,T1230,High Latency,Low
E00701,2026-01-20 00:00:00,T1371,High CPU,High
E00702,2026-01-09 18:00:00,T1174,High CPU,Medium
E00703,2026-01-24 06:00:00,T1253,Low Signal,Medium
E00704,2026-01-12 18:00:00,T1386,High CPU,Low
E00705,2026-01-06 12:00:00,T1435,Packet Loss,Critical
E00706,2026-01-19 06:00:00,T1069,Connection Failure,High
E00707,2026-01-05 12:00:00,T1214,Call Drop,Critical
E00708,2026-01-17 00:00:00,T1398,Low Signal,Low
E00709,2026-01-17 00:00:00,T1167,Call Drop,Low
E00710,2026-01-25 12:00:00,T1046,Connection Failure,Low
E00711,2026-01-20 18:00:00,T1161,Traffic Spike,Medium
E00712,2026-01-01 00:00:00,T1020,High CPU,Medium
E00713,2026-01-29 00:00:00,T1494,Connection Failure,Low
E00714,2026-01-11 12:00:00,T1259,Connection Failure,Low
E00715,2026-01-23 06:00:00,T1388,Low Signal,Low
E00716,2026-01-10 06:00:00,T1254,Traffic Spike,Low
E00717,2026-01-08 00:00:00,T1293,High CPU,Medium
E00718,2026-01-07 00:00:00,T1053,High CPU,Medium
E00719,2026-01-19 18:00:00,T1484,Connection Failure,Low
E00720,2026-01-05 00:00:00,T1112,Packet Loss,Critical
E00721,2026-01-10 06:00:00,T1179,Low Signal,Medium
E00722,2026-01-21 06:00:00,T1129,Call Drop,Medium
E00723,2026-01-03 00:00:00,T1053,Packet Loss,Medium
E00724,2026-01-10 00:00:00,T1307,High CPU,Low
E00725,2026-01-19 12:00:00,T1338,High Latency,High
E00726,2026-01-19 18:00:00,T1160,High CPU,Medium
E00727,2026-01-19 00:00:00,T1420,Low Signal,Medium
E00728,2026-01-25 06:00:00,T1389,Packet Loss,Medium
E00729,2026-01-15 18:00:00,T1363,Connection Failure,Low
E00730,2026-01-02 18:00:00,T1220,Traffic Spike,Low
E00731,2026-01-17 12:00:00,T1372,Traffic Spike,Low
E00732,2026-01-25 12:00:00,T1103,High Latency,Medium
E00733,2026-01-20 18:00:00,T1288,High CPU,Low
E00734,2026-01-10 12:00:00,T1236,Low Signal,Medium
E00735,2026-01-01 00:00:00,T1099,High CPU,Low
E00736,2026-01-06 06:00:00,T1122,Low Signal,Medium
E00737,2026-01-27 18:00:00,T1350,Low Signal,Low
E00738,2026-01-25 18:00:00,T1197,Packet Loss,Medium
E00739,2026-01-01 18:00:00,T1449,High Latency,Low
E00740,2026-01-18 00:00:00,T1158,High CPU,Low
E00741,2026-01-08 00:00:00,T1113,High Latency,High
E00742,2026-01-14 00:00:00,T1260,Call Drop,Low
E00743,2026-01-13 18:00:00,T1229,Connection Failure,Low
E00744,2026-01-23 06:00:00,T1069,Traffic Spike,Low
E00745,2026-01-02 06:00:00,T1116,High CPU,Critical
E00746,2026-01-11 18:00:00,T1227,Call Drop,Low
E00747,2026-01-20 06:00:00,T1257,Packet Loss,Medium
E00748,2026-01-07 18:00:00,T1006,High Latency,Low
E00749,2026-01-17 18:00:00,T1250,High Latency,Medium
E00750,2026-01-06 12:00:00,T1329,Traffic Spike,Medium
E00751,2026-01-30 06:00:00,T1339,Connection Failure,Low
E00752,2026-01-29 18:00:00,T1384,High Latency,Low
E00753,2026-01-10 18:00:00,T1207,Connection Failure,High
E00754,2026-01-12 00:00:00,T1357,Low Signal,Medium
E00755,2026-01-08 18:00:00,T1161,Call Drop,Medium
E00756,2026-01-15 12:00:00,T1181,Traffic Spike,Low
E00757,2026-01-27 06:00:00,T1415,Traffic Spike,Low
E00758,2026-01-14 00:00:00,T1368,Low Signal,Low
E00759,2026-01-12 00:00:00,T1266,Traffic Spike,High
E00760,2026-01-04 12:00:00,T1419,Low Signal,Low
E00761,2026-01-08 06:00:00,T1457,High CPU,High
E00762,2026-01-11 18:00:00,T1038,Connection Failure,Low
E00763,2026-01-16 00:00:00,T1215,Low Signal,Low
E00764,2026-01-14 00:00:00,T1338,High CPU,Medium
E00765,2026-01-24 06:00:00,T1258,High Latency,High
E00766,2026-01-09 18:00:00,T1114,Call Drop,Medium
E00767,2026-01-25 18:00:00,T1090,Call Drop,Medium
E00768,2026-01-02 06:00:00,T1219,Low Signal,Low
E00769,2026-01-29 12:00:00,T1381,Connection Failure,Low
E00770,2026-01-28 06:00:00,T1123,Traffic Spike,Medium
E00771,2026-01-08 12:00:00,T1077,High CPU,Critical
E00772,2026-01-05 12:00:00,T1184,Traffic Spike,Low
E00773,2026-01-11 00:00:00,T1027,Call Drop,High
E00774,2026-01-11 18:00:00,T1447,Traffic Spike,Medium
E00775,2026-01-21 06:00:00,T1487,Connection Failure,Low
E00776,2026-01-01 06:00:00,T1278,Traffic Spike,Low
E00777,2026-01-22 06:00:00,T1137,Connection Failure,Low
E00778,2026-01-22 18:00:00,T1056,Traffic Spike,Low
E00779,2026-01-23 18:00:00,T1475,High CPU,High
E00780,2026-01-24 12:00:00,T1490,Connection Failure,Low
E00781,2026-01-06 06:00:00,T1412,Low Signal,Low
E00782,2026-01-22 12:00:00,T1107,Low Signal,Critical
E00783,2026-01-18 18:00:00,T1240,Traffic Spike,High
E00784,2026-01-14 00:00:00,T1094,High CPU,Critical
E00785,2026-01-30 00:00:00,T1096,Traffic Spike,Medium
E00786,2026-01-24 12:00:00,T1091,High Latency,Medium
E00787,2026-01-06 06:00:00,T1364,Packet Loss,Medium
E00788,2026-01-01 18:00:00,T1356,Packet Loss,Low
E00789,2026-01-19 12:00:00,T1350,Traffic Spike,Medium
E00790,2026-01-17 12:00:00,T1466,Call Drop,Low
E00791,2026-01-03 06:00:00,T1142,Call Drop,Medium
E00792,2026-01-29 06:00:00,T1271,High Latency,Low
E00793,2026-01-02 06:00:00,T1001,Call Drop,Low
E00794,2026-01-07 06:00:00,T1014,High CPU,Low
E00795,2026-01-07 12:00:00,T1243,Low Signal,Low
E00796,2026-01-01 12:00:00,T1313,Connection Failure,Medium
E00797,2026-01-18 18:00:00,T1386,Call Drop,Low
E00798,2026-01-27 18:00:00,T1218,Low Signal,Low
E00799,2026-01-05 12:00:00,T1099,High Latency,Medium
E00800,2026-01-28 18:00:00,T1088,High CPU,Low
E00801,2026-01-21 06:00:00,T1149,Call Drop,Low
E00802,2026-01-22 06:00:00,T1025,Packet Loss,Low
E00803,2026-01-28 12:00:00,T1087,High CPU,Low
E00804,2026-01-20 12:00:00,T1266,Connection Failure,Low
E00805,2026-01-22 06:00:00,T1448,Connection Failure,Low
E00806,2026-01-07 06:00:00,T1203,High Latency,High
E00807,2026-01-13 00:00:00,T1150,High Latency,Low
E00808,2026-01-13 06:00:00,T1381,High CPU,Medium
E00809,2026-01-07 18:00:00,T1120,Call Drop,Medium
E00810,2026-01-27 12:00:00,T1263,Traffic Spike,High
E00811,2026-01-10 00:00:00,T1255,Low Signal,Low
E00812,2026-01-08 12:00:00,T1413,Traffic Spike,Medium
E00813,2026-01-28 00:00:00,T1113,Packet Loss,High
E00814,2026-01-23 00:00:00,T1031,Connection Failure,Low
E00815,2026-01-13 18:00:00,T1393,Packet Loss,Critical
E00816,2026-01-05 12:00:00,T1497,Call Drop,High
E00817,2026-01-03 12:00:00,T1156,Traffic Spike,Low
E00818,2026-01-11 18:00:00,T1325,High CPU,High
E00819,2026-01-13 06:00:00,T1437,Packet Loss,High
E00820,2026-01-03 00:00:00,T1180,Low Signal,Low
E00821,2026-01-17 18:00:00,T1159,High Latency,Low
E00822,2026-01-25 18:00:00,T1374,Low Signal,Low
E00823,2026-01-26 00:00:00,T1337,Packet Loss,High
E00824,2026-01-01 12:00:00,T1456,Connection Failure,Medium
E00825,2026-01-04 18:00:00,T1326,Call Drop,Medium
E00826,2026-01-07 00:00:00,T1171,Traffic Spike,Medium
E00827,2026-01-27 06:00:00,T1456,Call Drop,Low
E00828,2026-01-01 18:00:00,T1493,Connection Failure,Medium
E00829,2026-01-18 12:00:00,T1279,Call Drop,Critical
E00830,2026-01-30 06:00:00,T1447,Traffic Spike,High
E00831,2026-01-03 18:00:00,T1465,Call Drop,Low
E00832,2026-01-30 12:00:00,T1090,Packet Loss,High
E00833,2026-01-17 06:00:00,T1396,Call Drop,Low
E00834,2026-01-28 00:00:00,T1130,Connection Failure,Low
E00835,2026-01-21 00:00:00,T1034,Low Signal,Low
E00836,2026-01-20 12:00:00,T1087,High Latency,Low
E00837,2026-01-22 00:00:00,T1338,Call Drop,Medium
E00838,2026-01-01 18:00:00,T1383,Connection Failure,Low
E00839,2026-01-18 12:00:00,T1129,Packet Loss,High
E00840,2026-01-07 00:00:00,T1336,Connection Failure,Medium
E00841,2026-01-15 12:00:00,T1130,Call Drop,Low
E00842,2026-01-03 06:00:00,T1414,High CPU,High
E00843,2026-01-18 06:00:00,T1443,Call Drop,Medium
E00844,2026-01-06 06:00:00,T1296,High Latency,High
E00845,2026-01-17 00:00:00,T1092,Call Drop,Medium
E00846,2026-01-02 12:00:00,T1092,Packet Loss,Low
E00847,2026-01-28 18:00:00,T1225,High CPU,Low
E00848,2026-01-27 06:00:00,T1497,Connection Failure,Medium
E00849,2026-01-11 00:00:00,T1085,Traffic Spike,Low
E00850,2026-01-16 06:00:00,T1029,Low Signal,Low
E00851,2026-01-30 00:00:00,T1383,Packet Loss,High
E00852,2026-01-08 00:00:00,T1151,Packet Loss,High
E00853,2026-01-25 06:00:00,T1352,Call Drop,Low
E00854,2026-01-06 18:00:00,T1386,Call Drop,Medium
E00855,2026-01-05 06:00:00,T1416,High CPU,Low
E00856,2026-01-10 12:00:00,T1491,High Latency,Medium
E00857,2026-01-22 06:00:00,T1476,Connection Failure,Medium
E00858,2026-01-09 06:00:00,T1181,High CPU,Medium
E00859,2026-01-05 12:00:00,T1136,Low Signal,Medium
E00860,2026-01-08 00:00:00,T1097,High CPU,Low
E00861,2026-01-27 00:00:00,T1130,Call Drop,Medium
E00862,2026-01-08 06:00:00,T1335,High CPU,Medium
E00863,2026-01-11 00:00:00,T1263,Call Drop,Critical
E00864,2026-01-27 12:00:00,T1386,Low Signal,Medium
E00865,2026-01-22 00:00:00,T1253,Call Drop,Medium
E00866,2026-01-11 00:00:00,T1428,High CPU,Low
E00867,2026-01-15 18:00:00,T1108,Packet Loss,Low
E00868,2026-01-02 18:00:00,T1314,Call Drop,Low
E00869,2026-01-19 06:00:00,T1240,High CPU,Low
E00870,2026-01-16 00:00:00,T1036,Connection Failure,High
E00871,2026-01-23 00:00:00,T1437,High Latency,Low
E00872,2026-01-12 18:00:00,T1131,High CPU,Medium
E00873,2026-01-23 12:00:00,T1258,High CPU,Low
E00874,2026-01-30 18:00:00,T1345,Traffic Spike,Low
E00875,2026-01-25 12:00:00,T1150,High CPU,Low
E00876,2026-01-01 18:00:00,T1193,Packet Loss,Low
E00877,2026-01-24 00:00:00,T1193,Traffic Spike,Low
E00878,2026-01-26 18:00:00,T1451,Call Drop,Low
E00879,2026-01-18 00:00:00,T1003,High CPU,Low
E00880,2026-01-17 06:00:00,T1223,High CPU,Medium
E00881,2026-01-27 06:00:00,T1182,Traffic Spike,Medium
E00882,2026-01-19 12:00:00,T1483,High Latency,Low
E00883,2026-01-08 12:00:00,T1297,High Latency,Low
E00884,2026-01-13 12:00:00,T1070,Connection Failure,Critical
E00885,2026-01-05 18:00:00,T1191,Connection Failure,Medium
