fault_id,tower_id,timestamp,fault_type,severity,duration_minutes,resolved
F00391,T1129,2026-01-25 12:00:00,Power Issue,Low,52,True
F00392,T1495,2026-01-15 00:00:00,Backhaul Failure,Medium,127,True
F00393,T1285,2026-01-28 06:00:00,Configuration Error,High,91,True
F00394,T1301,2026-01-20 18:00:00,Hardware Failure,Low,14,True
F00395,T1356,2026-01-11 12:00:00,Configuration Error,Low,16,True
F00396,T1415,2026-01-29 18:00:00,Power Issue,Medium,62,True
F00397,T1043,2026-01-14 06:00:00,Network Congestion,High,5,True
F00398,T1326,2026-01-22 12:00:00,Configuration Error,Medium,226,True
F00399,T1123,2026-01-13 00:00:00,Hardware Failure,Low,138,True
F00400,T1330,2026-01-02 00:00:00,Backhaul Failure,Medium,179,False
F00401,T1216,2026-01-09 06:00:00,Hardware Failure,Medium,413,True
F00402,T1382,2026-01-08 06:00:00,Configuration Error,Low,25,True
F00403,T1468,2026-01-17 06:00:00,Hardware Failure,Low,10,True
F00404,T1278,2026-01-28 18:00:00,Backhaul Failure,Critical,5,True
F00405,T1415,2026-01-18 18:00:00,Network Congestion,Critical,41,True
F00406,T1129,2026-01-19 18:00:00,Configuration Error,Medium,23,True
F00407,T1072,2026-01-17 12:00:00,Power Issue,Medium,163,True
F00408,T1395,2026-01-15 12:00:00,Power Issue,Medium,129,True
F00409,T1336,2026-01-01 06:00:00,Power Issue,Low,99,True
F00410,T1113,2026-01-30 18:00:00,Backhaul Failure,Low,149,True
F00411,T1385,2026-01-20 06:00:00,Hardware Failure,Medium,207,True
F00412,T1481,2026-01-14 18:00:00,Network Congestion,Low,29,True
F00413,T1184,2026-01-27 18:00:00,Network Congestion,Low,78,True
F00414,T1326,2026-01-17 12:00:00,Power Issue,Medium,10,True
F00415,T1415,2026-01-14 06:00:00,Hardware Failure,Low,141,True
F00416,T1359,2026-01-15 18:00:00,Power Issue,Medium,27,True
F00417,T1278,2026-01-01 06:00:00,Hardware Failure,Critical,56,True
F00418,T1216,2026-01-10 12:00:00,Network Congestion,Medium,133,True
F00419,T1288,2026-01-03 06:00:00,Hardware Failure,Medium,50,True
F00420,T1382,2026-01-26 18:00:00,Power Issue,Medium,40,True
F00421,T1471,2026-01-03 06:00:00,Hardware Failure,Low,25,True
F00422,T1191,2026-01-16 06:00:00,Network Congestion,High,11,True
F00423,T1243,2026-01-27 00:00:00,Hardware Failure,Critical,115,True
F00424,T1184,2026-01-25 18:00:00,Network Congestion,Medium,50,True
F00425,T1266,2026-01-24 00:00:00,Radio Degradation,Medium,31,True
F00426,T1184,2026-01-22 12:00:00,Power Issue,Low,19,True
F00427,T1354,2026-01-30 00:00:00,Power Issue,Medium,28,True
F00428,T1373,2026-01-29 00:00:00,Configuration Error,Low,60,True
F00429,T1359,2026-01-14 12:00:00,Hardware Failure,Low,167,True
F00430,T1214,2026-01-13 06:00:00,Hardware Failure,Critical,38,True
F00431,T1113,2026-01-16 06:00:00,Power Issue,High,79,True
F00432,T1059,2026-01-03 12:00:00,Configuration Error,Low,6,True
F00433,T1347,2026-01-23 00:00:00,Network Congestion,Medium,39,True
F00434,T1481,2026-01-26 12:00:00,Backhaul Failure,Medium,29,True
F00435,T1243,2026-01-12 06:00:00,Power Issue,High,86,True
F00436,T1018,2026-01-18 12:00:00,Radio Degradation,Medium,5,True
F00437,T1159,2026-01-18 12:00:00,Power Issue,Medium,79,True
F00438,T1127,2026-01-30 06:00:00,Hardware Failure,Medium,15,True
F00439,T1261,2026-01-18 12:00:00,Backhaul Failure,Low,29,True
F00440,T1243,2026-01-24 06:00:00,Hardware Failure,Medium,16,True
F00441,T1313,2026-01-08 12:00:00,Configuration Error,Low,5,False
F00442,T1184,2026-01-07 18:00:00,Radio Degradation,Low,10,True
F00443,T1237,2026-01-21 12:00:00,Hardware Failure,Low,106,True
F00444,T1337,2026-01-27 06:00:00,Network Congestion,High,44,True
F00445,T1265,2026-01-07 00:00:00,Hardware Failure,Medium,5,True
F00446,T1340,2026-01-16 12:00:00,Hardware Failure,Low,342,True
F00447,T1105,2026-01-01 06:00:00,Configuration Error,Medium,5,True
F00448,T1445,2026-01-15 00:00:00,Power Issue,Medium,190,False
F00449,T1200,2026-01-27 12:00:00,Configuration Error,Low,103,True
F00450,T1353,2026-01-02 00:00:00,Power Issue,Low,99,True
F00451,T1294,2026-01-04 00:00:00,Configuration Error,Low,130,True
F00452,T1169,2026-01-17 06:00:00,Radio Degradation,Medium,67,True
F00453,T1354,2026-01-18 18:00:00,Configuration Error,Low,9,True
F00454,T1193,2026-01-22 18:00:00,Configuration Error,Medium,225,True
F00455,T1123,2026-01-26 06:00:00,Radio Degradation,Medium,123,True
F00456,T1425,2026-01-18 18:00:00,Power Issue,High,24,True
F00457,T1278,2026-01-28 12:00:00,Backhaul Failure,High,72,True
F00458,T1401,2026-01-11 06:00:00,Radio Degradation,Medium,32,True
F00459,T1330,2026-01-30 12:00:00,Power Issue,Critical,79,True
F00460,T1053,2026-01-01 00:00:00,Power Issue,Medium,132,True
F00461,T1077,2026-01-01 12:00:00,Network Congestion,Low,171,True
F00462,T1113,2026-01-27 12:00:00,Radio Degradation,Medium,118,True
F00463,T1245,2026-01-05 00:00:00,Hardware Failure,Medium,6,True
F00464,T1261,2026-01-12 06:00:00,Network Congestion,Low,126,True
F00465,T1245,2026-01-13 06:00:00,Configuration Error,Low,9,True
F00466,T1175,2026-01-06 18:00:00,Configuration Error,Medium,13,True
F00467,T1259,2026-01-20 12:00:00,Hardware Failure,Medium,9,True
F00468,T1445,2026-01-25 00:00:00,Power Issue,Low,13,True
F00469,T1200,2026-01-30 00:00:00,Network Congestion,Medium,6,True
F00470,T1336,2026-01-21 18:00:00,Hardware Failure,Low,47,True
F00471,T1191,2026-01-19 06:00:00,Power Issue,Medium,10,True
F00472,T1224,2026-01-22 18:00:00,Backhaul Failure,High,45,True
F00473,T1395,2026-01-08 18:00:00,Power Issue,High,90,True
F00474,T1078,2026-01-03 18:00:00,Radio Degradation,Medium,62,True
F00475,T1261,2026-01-03 18:00:00,Radio Degradation,Medium,29,True
F00476,T1212,2026-01-05 18:00:00,Radio Degradation,Low,34,True
F00477,T1245,2026-01-07 06:00:00,Network Congestion,Low,182,True
F00478,T1278,2026-01-22 00:00:00,Hardware Failure,Medium,79,True
F00479,T1492,2026-01-07 12:00:00,Power Issue,Medium,66,True
F00480,T1382,2026-01-06 12:00:00,Radio Degradation,High,30,True
F00481,T1313,2026-01-05 18:00:00,Hardware Failure,High,80,True
F00482,T1346,2026-01-12 06:00:00,Configuration Error,High,7,True
F00483,T1224,2026-01-08 06:00:00,Power Issue,Low,51,True
F00484,T1472,2026-01-10 18:00:00,Backhaul Failure,Low,63,True
F00485,T1049,2026-01-07 06:00:00,Radio Degradation,Medium,47,True
F00486,T1175,2026-01-20 06:00:00,Configuration Error,Medium,30,True
F00487,T1304,2026-01-29 00:00:00,Power Issue,Low,156,True
F00488,T1458,2026-01-20 12:00:00,Hardware Failure,Medium,14,False
F00489,T1331,2026-01-13 12:00:00,Configuration Error,High,57,True
F00490,T1216,2026-01-01 12:00:00,Configuration Error,Low,11,False
F00491,T1233,2026-01-23 00:00:00,Power Issue,Medium,10,True
F00492,T1395,2026-01-06 06:00:00,Radio Degradation,Critical,5,True
F00493,T1204,2026-01-01 00:00:00,Network Congestion,High,54,True
F00494,T1265,2026-01-13 06:00:00,Hardware Failure,Low,130,True
F00495,T1301,2026-01-10 06:00:00,Radio Degradation,Low,21,True
F00496,T1022,2026-01-29 18:00:00,Hardware Failure,High,7,False
F00497,T1220,2026-01-05 12:00:00,Backhaul Failure,Medium,5,True
F00498,T1243,2026-01-17 06:00:00,Backhaul Failure,Low,41,True
F00499,T1382,2026-01-30 12:00:00,Backhaul Failure,Medium,229,True
F00500,T1085,2026-01-19 06:00:00,Network Congestion,Low,60,True
F00501,T1353,2026-01-30 06:00:00,Backhaul Failure,Critical,279,False
F00502,T1285,2026-01-21 06:00:00,Power Issue,Low,10,True
F00503,T1401,2026-01-04 06:00:00,Power Issue,High,150,True
F00504,T1297,2026-01-25 12:00:00,Backhaul Failure,Critical,57,True
F00505,T1354,2026-01-30 12:00:00,Network Congestion,High,66,True
F00506,T1159,2026-01-01 12:00:00,Radio Degradation,Medium,158,True
F00507,T1288,2026-01-08 00:00:00,Power Issue,Low,156,True
F00508,T1085,2026-01-17 18:00:00,Configuration Error,Medium,137,True
F00509,T1184,2026-01-16 18:00:00,Network Congestion,Low,14,True
F00510,T1237,2026-01-25 00:00:00,Power Issue,Critical,34,True
F00511,T1055,2026-01-07 06:00:00,Hardware Failure,Low,5,False
F00512,T1018,2026-01-28 18:00:00,Configuration Error,Low,62,True
F00513,T1037,2026-01-14 18:00:00,Hardware Failure,Medium,11,True
F00514,T1401,2026-01-11 18:00:00,Radio Degradation,High,57,True
F00515,T1049,2026-01-17 00:00:00,Radio Degradation,Low,57,True
F00516,T1337,2026-01-29 06:00:00,Radio Degradation,Medium,74,False
F00517,T1337,2026-01-18 18:00:00,Radio Degradation,High,40,False
F00518,T1169,2026-01-10 18:00:00,Backhaul Failure,High,29,True
F00519,T1054,2026-01-15 06:00:00,Backhaul Failure,Low,5,False
F00520,T1113,2026-01-17 06:00:00,Backhaul Failure,High,127,True
F00521,T1401,2026-01-17 00:00:00,Network Congestion,High,33,False
F00522,T1458,2026-01-18 06:00:00,Backhaul Failure,Medium,41,True
F00523,T1129,2026-01-15 06:00:00,Backhaul Failure,Low,72,True
F00524,T1178,2026-01-30 06:00:00,Configuration Error,Medium,110,True
F00525,T1393,2026-01-15 12:00:00,Hardware Failure,Medium,50,True
F00526,T1233,2026-01-20 06:00:00,Backhaul Failure,Medium,74,True
F00527,T1123,2026-01-30 12:00:00,Radio Degradation,High,41,True
F00528,T1425,2026-01-28 06:00:00,Network Congestion,High,78,True
F00529,T1382,2026-01-10 18:00:00,Power Issue,Medium,352,True
F00530,T1468,2026-01-07 00:00:00,Radio Degradation,High,10,True
F00531,T1059,2026-01-28 18:00:00,Radio Degradation,High,11,True
F00532,T1059,2026-01-08 06:00:00,Radio Degradation,Medium,120,True
F00533,T1018,2026-01-03 00:00:00,Network Congestion,High,81,True
F00534,T1301,2026-01-18 06:00:00,Hardware Failure,Low,8,True
F00535,T1492,2026-01-02 06:00:00,Hardware Failure,Medium,5,True
F00536,T1077,2026-01-11 00:00:00,Hardware Failure,Low,14,False
F00537,T1425,2026-01-22 12:00:00,Radio Degradation,Medium,47,True
F00538,T1245,2026-01-26 06:00:00,Backhaul Failure,Medium,33,True
F00539,T1306,2026-01-03 12:00:00,Power Issue,Low,31,True
F00540,T1331,2026-01-25 18:00:00,Radio Degradation,Low,111,True
F00541,T1214,2026-01-23 12:00:00,Power Issue,Medium,105,True
F00542,T1458,2026-01-07 00:00:00,Hardware Failure,Medium,5,False
F00543,T1353,2026-01-03 18:00:00,Configuration Error,Medium,31,False
F00544,T1393,2026-01-10 18:00:00,Radio Degradation,High,46,True
F00545,T1245,2026-01-20 12:00:00,Network Congestion,Medium,5,True
F00546,T1050,2026-01-21 18:00:00,Backhaul Failure,High,22,True
F00547,T1288,2026-01-23 12:00:00,Network Congestion,Low,26,True
F00548,T1301,2026-01-26 00:00:00,Configuration Error,High,49,True
F00549,T1200,2026-01-14 00:00:00,Power Issue,Low,44,True
F00550,T1151,2026-01-01 06:00:00,Configuration Error,Low,12,True
F00551,T1382,2026-01-10 12:00:00,Hardware Failure,Low,141,True
F00552,T1053,2026-01-24 00:00:00,Network Congestion,Low,41,True
F00553,T1273,2026-01-16 18:00:00,Hardware Failure,Medium,92,True
F00554,T1301,2026-01-15 12:00:00,Backhaul Failure,High,7,True
F00555,T1354,2026-01-02 12:00:00,Radio Degradation,Medium,10,True
F00556,T1049,2026-01-01 06:00:00,Radio Degradation,Medium,23,True
F00557,T1193,2026-01-03 06:00:00,Power Issue,High,170,True
F00558,T1243,2026-01-21 06:00:00,Radio Degradation,Medium,40,True
F00559,T1472,2026-01-28 12:00:00,Configuration Error,High,50,True
F00560,T1415,2026-01-14 00:00:00,Backhaul Failure,High,18,True
F00561,T1077,2026-01-07 12:00:00,Network Congestion,Low,69,True
F00562,T1256,2026-01-30 00:00:00,Backhaul Failure,Medium,5,True
F00563,T1366,2026-01-05 06:00:00,Power Issue,High,11,True
F00564,T1353,2026-01-10 12:00:00,Network Congestion,High,36,True
F00565,T1294,2026-01-22 06:00:00,Network Congestion,Medium,251,True
F00566,T1204,2026-01-28 00:00:00,Hardware Failure,Low,5,True
F00567,T1127,2026-01-28 00:00:00,Power Issue,Medium,43,True
F00568,T1294,2026-01-25 12:00:00,Hardware Failure,Medium,54,True
F00569,T1181,2026-01-11 06:00:00,Network Congestion,Low,75,True
F00570,T1018,2026-01-22 00:00:00,Power Issue,Low,5,True
F00571,T1336,2026-01-20 00:00:00,Network Congestion,Medium,134,True
F00572,T1415,2026-01-05 12:00:00,Radio Degradation,Low,110,True
F00573,T1298,2026-01-29 12:00:00,Radio Degradation,Medium,160,True
F00574,T1228,2026-01-29 00:00:00,Hardware Failure,Low,30,True
F00575,T1053,2026-01-06 18:00:00,Radio Degradation,Low,19,True
F00576,T1256,2026-01-23 00:00:00,Backhaul Failure,Medium,55,True
F00577,T1458,2026-01-15 00:00:00,Backhaul Failure,Low,42,True
F00578,T1494,2026-01-16 06:00:00,Network Congestion,Low,107,True
F00579,T1261,2026-01-30 12:00:00,Backhaul Failure,Low,27,False
F00580,T1471,2026-01-26 12:00:00,Backhaul Failure,Medium,180,True
F00581,T1472,2026-01-12 18:00:00,Backhaul Failure,High,89,True
F00582,T1492,2026-01-20 06:00:00,Radio Degradation,Low,8,True
F00583,T1216,2026-01-11 00:00:00,Power Issue,Medium,58,True
F00584,T1237,2026-01-08 06:00:00,Radio Degradation,Low,16,True
F00585,T1331,2026-01-11 06:00:00,Configuration Error,Medium,14,True
F00586,T1072,2026-01-19 12:00:00,Radio Degradation,Medium,29,True
F00587,T1055,2026-01-03 18:00:00,Hardware Failure,Medium,33,True
F00588,T1481,2026-01-04 18:00:00,Network Congestion,Low,14,True
F00589,T1127,2026-01-04 18:00:00,Power Issue,Medium,43,True
F00590,T1395,2026-01-07 06:00:00,Radio Degradation,High,13,True
F00591,T1176,2026-01-25 06:00:00,Configuration Error,Low,119,True
F00592,T1184,2026-01-20 18:00:00,Network Congestion,Low,5,True
F00593,T1077,2026-01-19 12:00:00,Backhaul Failure,Medium,19,False
F00594,T1395,2026-01-19 00:00:00,Radio Degradation,Critical,81,True
F00595,T1468,2026-01-28 12:00:00,Hardware Failure,Low,225,True
F00596,T1224,2026-01-01 12:00:00,Hardware Failure,High,64,True
F00597,T1326,2026-01-14 18:00:00,Configuration Error,Low,39,True
F00598,T1243,2026-01-14 06:00:00,Configuration Error,Low,103,True
F00599,T1481,2026-01-13 12:00:00,Backhaul Failure,Low,5,False
F00600,T1055,2026-01-05 06:00:00,Hardware Failure,Low,18,True
F00601,T1401,2026-01-29 18:00:00,Configuration Error,Medium,5,False
F00602,T1445,2026-01-05 18:00:00,Backhaul Failure,High,37,True
F00603,T1407,2026-01-20 06:00:00,Backhaul Failure,Medium,36,True
F00604,T1043,2026-01-13 12:00:00,Network Congestion,Low,16,True
F00605,T1245,2026-01-16 06:00:00,Configuration Error,Medium,334,True
F00606,T1191,2026-01-19 12:00:00,Hardware Failure,Critical,24,True
F00607,T1393,2026-01-12 00:00:00,Radio Degradation,Medium,42,True
F00608,T1285,2026-01-24 12:00:00,Backhaul Failure,Medium,14,True
F00609,T1298,2026-01-03 06:00:00,Backhaul Failure,Medium,22,True
F00610,T1055,2026-01-03 12:00:00,Radio Degradation,Low,182,True
F00611,T1336,2026-01-16 18:00:00,Radio Degradation,High,19,True
F00612,T1471,2026-01-14 12:00:00,Power Issue,Low,153,True
F00613,T1127,2026-01-24 12:00:00,Configuration Error,High,5,True
F00614,T1301,2026-01-16 06:00:00,Radio Degradation,Low,51,False
F00615,T1495,2026-01-20 00:00:00,Power Issue,Medium,126,True
F00616,T1105,2026-01-28 12:00:00,Power Issue,Low,38,True
F00617,T1022,2026-01-01 00:00:00,Radio Degradation,Low,137,True
F00618,T1347,2026-01-22 18:00:00,Power Issue,High,179,True
F00619,T1458,2026-01-08 18:00:00,Network Congestion,High,5,True
F00620,T1078,2026-01-03 06:00:00,Radio Degradation,High,145,True
F00621,T1059,2026-01-25 18:00:00,Backhaul Failure,Low,33,True
F00622,T1359,2026-01-06 06:00:00,Radio Degradation,Medium,12,True
F00623,T1012,2026-01-09 00:00:00,Hardware Failure,Low,110,True
F00624,T1077,2026-01-16 06:00:00,Backhaul Failure,Medium,45,True
F00625,T1261,2026-01-05 18:00:00,Hardware Failure,Low,75,True
F00626,T1243,2026-01-22 12:00:00,Radio Degradation,Medium,54,True
F00627,T1049,2026-01-21 12:00:00,Backhaul Failure,Medium,235,True
F00628,T1415,2026-01-11 12:00:00,Power Issue,High,5,True
F00629,T1304,2026-01-13 18:00:00,Configuration Error,Medium,28,True
F00630,T1404,2026-01-25 06:00:00,Radio Degradation,Low,94,True
F00631,T1159,2026-01-11 00:00:00,Configuration Error,Low,14,True
F00632,T1237,2026-01-04 00:00:00,Configuration Error,Medium,26,True
F00633,T1054,2026-01-09 06:00:00,Hardware Failure,Low,43,True
F00634,T1127,2026-01-22 06:00:00,Radio Degradation,Medium,7,True
F00635,T1214,2026-01-03 06:00:00,Backhaul Failure,Medium,140,True
F00636,T1205,2026-01-26 06:00:00,Hardware Failure,Medium,23,True
F00637,T1494,2026-01-22 00:00:00,Configuration Error,Medium,111,False
F00638,T1407,2026-01-23 12:00:00,Power Issue,Low,102,True
F00639,T1229,2026-01-13 18:00:00,Power Issue,Critical,15,True
F00640,T1261,2026-01-06 18:00:00,Hardware Failure,Medium,16,False
F00641,T1298,2026-01-13 06:00:00,Configuration Error,Medium,148,True
F00642,T1072,2026-01-07 00:00:00,Backhaul Failure,Medium,67,True
F00643,T1105,2026-01-03 12:00:00,Backhaul Failure,Low,131,True
F00644,T1178,2026-01-21 00:00:00,Hardware Failure,Medium,7,True
F00645,T1458,2026-01-11 18:00:00,Radio Degradation,Low,48,True
F00646,T1265,2026-01-16 18:00:00,Backhaul Failure,High,30,True
F00647,T1331,2026-01-18 06:00:00,Hardware Failure,Low,86,True
F00648,T1175,2026-01-04 12:00:00,Power Issue,Medium,87,True
F00649,T1301,2026-01-21 00:00:00,Power Issue,Medium,45,False
F00650,T1445,2026-01-27 18:00:00,Power Issue,Medium,116,True
F00651,T1337,2026-01-13 06:00:00,Power Issue,Medium,22,True
F00652,T1301,2026-01-23 12:00:00,Backhaul Failure,Low,24,True
F00653,T1495,2026-01-07 06:00:00,Hardware Failure,Low,42,True
F00654,T1404,2026-01-08 18:00:00,Backhaul Failure,Low,54,True
F00655,T1382,2026-01-16 18:00:00,Hardware Failure,Low,13,True
F00656,T1401,2026-01-02 18:00:00,Hardware Failure,Low,194,True
F00657,T1294,2026-01-15 06:00:00,Configuration Error,Medium,114,False
F00658,T1306,2026-01-24 06:00:00,Backhaul Failure,Medium,65,True
F00659,T1313,2026-01-02 06:00:00,Configuration Error,Medium,71,True
F00660,T1301,2026-01-02 12:00:00,Hardware Failure,Medium,22,True
F00661,T1404,2026-01-03 00:00:00,Hardware Failure,Medium,30,True
F00662,T1220,2026-01-03 06:00:00,Backhaul Failure,Low,47,True
F00663,T1495,2026-01-22 18:00:00,Power Issue,Low,28,True
F00664,T1191,2026-01-05 12:00:00,Network Congestion,High,69,True
F00665,T1471,2026-01-03 00:00:00,Power Issue,Low,95,True
F00666,T1458,2026-01-12 06:00:00,Backhaul Failure,Low,6,True
F00667,T1085,2026-01-04 18:00:00,Network Congestion,Low,121,True
F00668,T1176,2026-01-01 06:00:00,Hardware Failure,Medium,48,True
F00669,T1054,2026-01-14 18:00:00,Configuration Error,Low,5,True
F00670,T1415,2026-01-17 18:00:00,Backhaul Failure,Low,5,True
F00671,T1113,2026-01-02 06:00:00,Configuration Error,Medium,5,False
F00672,T1301,2026-01-27 12:00:00,Power Issue,Medium,87,True
F00673,T1169,2026-01-04 00:00:00,Radio Degradation,Low,74,True
F00674,T1191,2026-01-17 06:00:00,Backhaul Failure,High,110,True
F00675,T1352,2026-01-02 06:00:00,Hardware Failure,High,170,True
F00676,T1228,2026-01-16 06:00:00,Network Congestion,Medium,209,True
F00677,T1012,2026-01-12 12:00:00,Network Congestion,Medium,71,True
F00678,T1212,2026-01-15 00:00:00,Hardware Failure,Medium,36,False
F00679,T1129,2026-01-06 00:00:00,Backhaul Failure,Medium,210,True
F00680,T1326,2026-01-24 18:00:00,Radio Degradation,Medium,103,True
F00681,T1354,2026-01-22 12:00:00,Network Congestion,High,36,True
F00682,T1259,2026-01-08 18:00:00,Network Congestion,Low,22,True
F00683,T1228,2026-01-19 18:00:00,Hardware Failure,High,152,True
F00684,T1298,2026-01-15 06:00:00,Backhaul Failure,Low,61,True
F00685,T1169,2026-01-21 12:00:00,Power Issue,Low,237,True
F00686,T1113,2026-01-19 00:00:00,Power Issue,Low,43,True
F00687,T1266,2026-01-14 06:00:00,Power Issue,Low,10,True
F00688,T1425,2026-01-26 06:00:00,Radio Degradation,Critical,57,True
F00689,T1395,2026-01-14 18:00:00,Network Congestion,Medium,8,True
F00690,T1352,2026-01-01 18:00:00,Configuration Error,High,20,True
F00691,T1072,2026-01-19 06:00:00,Radio Degradation,High,12,False
F00692,T1176,2026-01-14 00:00:00,Hardware Failure,Critical,17,True
F00693,T1366,2026-01-02 18:00:00,Radio Degradation,Low,59,True
F00694,T1458,2026-01-27 00:00:00,Backhaul Failure,Medium,5,True
F00695,T1369,2026-01-01 18:00:00,Network Congestion,Low,32,True
F00696,T1012,2026-01-03 00:00:00,Backhaul Failure,Medium,164,True
F00697,T1266,2026-01-28 00:00:00,Backhaul Failure,Medium,13,True
F00698,T1393,2026-01-13 06:00:00,Power Issue,Medium,5,True
F00699,T1176,2026-01-28 00:00:00,Backhaul Failure,High,63,True
F00700,T1306,2026-01-10 18:00:00,Power Issue,Medium,98,True
F00701,T1245,2026-01-26 06:00:00,Configuration Error,Low,45,True
F00702,T1495,2026-01-30 00:00:00,Radio Degradation,High,123,True
F00703,T1224,2026-01-04 18:00:00,Power Issue,Medium,5,True
F00704,T1373,2026-01-06 00:00:00,Radio Degradation,Medium,55,True
